# clock	walking	resting	collected_food	energy
737	16	4	14	659
738	16	4	14	643
739	16	4	14	627
740	16	4	14	611
741	16	4	14	595
742	16	4	14	579
743	16	4	14	563
744	16	4	15	1547
745	15	5	15	1532
746	15	5	15	1517
747	15	5	15	1502
748	15	5	15	1487
749	15	5	15	1472
750	16	4	15	1456
751	16	4	15	1440
752	16	4	15	1424
753	16	4	15	1408
754	16	4	15	1392
755	16	4	15	1376
756	16	4	15	1360
757	16	4	15	1344
758	16	4	15	1328
759	16	4	15	1312
760	17	3	15	1295
761	17	3	15	1278
762	17	3	15	1261
763	17	3	15	1244
764	17	3	15	1227
765	17	3	15	1210
766	17	3	15	1193
767	17	3	15	1176
768	17	3	15	1159
769	17	3	15	1142
770	17	3	15	1125
771	17	3	15	1108
772	17	3	15	1091
773	17	3	15	1074
774	17	3	15	1057
775	17	3	15	1040
776	17	3	15	1023
777	17	3	15	1006
778	17	3	15	989
779	17	3	15	972
780	17	3	15	955
781	17	3	15	938
782	16	4	15	922
783	16	4	15	906
784	16	4	15	890
785	16	4	15	874
786	16	4	15	858
787	16	4	15	842
788	16	4	15	826
789	16	4	15	810
790	16	4	15	794
791	16	4	15	778
792	16	4	15	762
793	16	4	15	746
794	16	4	15	730
795	16	4	15	714
796	16	4	15	698
797	16	4	15	682
798	16	4	15	666
799	16	4	15	650
800	16	4	15	634
801	16	4	15	618
802	16	4	15	602
803	15	5	15	587
804	14	6	15	573
805	14	6	15	559
806	14	6	15	545
807	14	6	15	531
808	14	6	15	517
809	14	6	15	503
810	14	6	15	489
811	14	6	16	1475
812	14	6	16	1461
813	14	6	16	1447
814	14	6	16	1433
815	14	6	16	1419
816	14	6	16	1405
817	14	6	16	1391
818	14	6	16	1377
819	14	6	16	1363
820	15	5	16	1348
821	15	5	16	1333
822	15	5	16	1318
823	15	5	16	1303
824	15	5	16	1288
825	15	5	16	1273
826	15	5	16	1258
827	15	5	16	1243
828	15	5	16	1228
829	15	5	16	1213
830	15	5	16	1198
831	15	5	16	1183
832	15	5	16	1168
833	15	5	16	1153
834	15	5	16	1138
835	15	5	16	1123
836	15	5	16	1108
837	15	5	16	1093
838	15	5	16	1078
839	15	5	16	1063
840	15	5	16	1048
841	15	5	16	1033
842	15	5	16	1018
843	15	5	16	1003
844	15	5	16	988
845	15	5	16	973
846	15	5	16	958
847	15	5	16	943
848	15	5	16	928
849	15	5	16	913
850	15	5	16	898
851	15	5	16	883
852	15	5	16	868
853	15	5	16	853
854	15	5	16	838
855	15	5	16	823
856	15	5	16	808
857	15	5	16	793
858	15	5	16	778
859	14	6	16	764
860	14	6	16	750
861	14	6	16	736
862	14	6	16	722
863	14	6	16	708
864	14	6	16	694
865	14	6	16	680
866	14	6	16	666
867	14	6	16	652
868	14	6	16	638
869	13	7	16	625
870	13	7	16	612
871	13	7	16	599
872	13	7	16	586
873	13	7	16	573
874	13	7	16	560
875	13	7	16	547
876	13	7	16	534
877	13	7	17	1521
878	13	7	17	1508
879	13	7	17	1495
880	13	7	17	1482
881	13	7	17	1469
882	13	7	17	1456
883	13	7	17	1443
884	13	7	17	1430
885	13	7	17	1417
886	13	7	17	1404
887	13	7	17	1391
888	13	7	17	1378
889	13	7	17	1365
890	13	7	17	1352
891	13	7	17	1339
892	13	7	17	1326
893	13	7	17	1313
894	13	7	17	1300
895	13	7	17	1287
896	13	7	17	1274
897	13	7	17	1261
898	13	7	17	1248
899	13	7	17	1235
900	13	7	17	1222
901	13	7	17	1209
902	13	7	17	1196
903	13	7	17	1183
904	13	7	17	1170
905	13	7	17	1157
906	13	7	17	1144
907	13	7	17	1131
908	13	7	17	1118
909	13	7	17	1105
910	13	7	17	1092
911	13	7	17	1079
912	13	7	17	1066
913	13	7	17	1053
914	13	7	17	1040
915	13	7	17	1027
916	13	7	17	1014
917	13	7	17	1001
918	13	7	17	988
919	13	7	17	975
920	13	7	17	962
921	13	7	17	949
922	13	7	17	936
923	13	7	17	923
924	13	7	17	910
925	13	7	17	897
926	13	7	17	884
927	13	7	17	871
928	13	7	17	858
929	13	7	17	845
930	13	7	17	832
931	13	7	17	819
932	13	7	17	806
933	13	7	17	793
934	13	7	17	780
935	13	7	17	767
936	12	8	17	755
937	12	8	17	743
938	12	8	17	731
939	12	8	17	719
940	12	8	17	707
941	12	8	17	695
942	12	8	17	683
943	12	8	17	671
944	12	8	17	659
945	12	8	17	647
946	12	8	17	635
947	12	8	17	623
948	12	8	17	611
949	12	8	17	599
950	11	9	17	588
951	11	9	17	577
952	11	9	17	566
953	11	9	17	555
954	11	9	17	544
955	11	9	17	533
956	12	8	17	521
957	12	8	17	509
958	12	8	17	497
959	12	8	17	485
960	12	8	17	473
961	12	8	17	461
962	12	8	17	449
963	12	8	17	437
964	12	8	17	425
965	12	8	17	413
966	12	8	17	401
967	12	8	17	389
968	12	8	17	377
969	12	8	17	365
970	12	8	17	353
971	13	7	17	340
972	13	7	17	327
973	13	7	17	314
974	13	7	17	301
975	13	7	17	288
976	13	7	17	275
977	13	7	17	262
978	13	7	17	249
979	13	7	17	236
980	13	7	17	223
981	13	7	17	210
982	13	7	17	197
983	13	7	17	184
984	13	7	17	171
985	13	7	17	158
986	13	7	17	145
987	13	7	17	132
988	13	7	17	119
989	13	7	17	106
990	13	7	17	93
991	13	7	17	80
992	13	7	17	67
993	13	7	17	54
994	13	7	17	41
995	13	7	17	28
996	13	7	17	15
997	13	7	17	2
998	13	7	17	-11
999	13	7	17	-24
1000	13	7	17	-37
1001	13	7	17	-50
1002	13	7	17	-63
1003	13	7	17	-76
1004	13	7	17	-89
1005	13	7	17	-102
1006	13	7	17	-115
1007	13	7	17	-128
1008	13	7	17	-141
1009	13	7	17	-154
1010	13	7	17	-167
1011	13	7	17	-180
1012	13	7	17	-193
1013	13	7	17	-206
1014	13	7	17	-219
1015	13	7	17	-232
1016	13	7	17	-245
1017	13	7	17	-258
1018	13	7	17	-271
1019	13	7	17	-284
1020	13	7	17	-297
1021	13	7	17	-310
1022	13	7	17	-323
1023	13	7	17	-336
1024	13	7	17	-349
1025	13	7	17	-362
1026	13	7	17	-375
1027	13	7	17	-388
1028	13	7	17	-401
1029	13	7	17	-414
1030	13	7	17	-427
1031	13	7	17	-440
1032	13	7	17	-453
1033	13	7	17	-466
1034	13	7	17	-479
1035	13	7	17	-492
1036	13	7	17	-505
1037	13	7	17	-518
1038	13	7	17	-531
1039	13	7	17	-544
1040	13	7	17	-557
1041	13	7	17	-570
1042	13	7	17	-583
1043	13	7	17	-596
1044	13	7	17	-609
1045	13	7	17	-622
1046	13	7	17	-635
1047	13	7	17	-648
1048	13	7	17	-661
1049	13	7	17	-674
1050	13	7	17	-687
1051	13	7	17	-700
1052	13	7	17	-713
1053	13	7	17	-726
1054	13	7	17	-739
1055	13	7	17	-752
1056	13	7	17	-765
1057	13	7	17	-778
1058	13	7	17	-791
1059	13	7	17	-804
1060	13	7	17	-817
1061	13	7	17	-830
1062	13	7	17	-843
1063	13	7	17	-856
1064	13	7	17	-869
1065	13	7	17	-882
1066	13	7	17	-895
1067	13	7	17	-908
1068	13	7	17	-921
1069	13	7	17	-934
1070	13	7	17	-947
1071	13	7	17	-960
1072	13	7	17	-973
1073	13	7	17	-986
1074	13	7	17	-999
1075	13	7	17	-1012
1076	13	7	17	-1025
1077	13	7	17	-1038
1078	13	7	17	-1051
1079	13	7	17	-1064
1080	13	7	17	-1077
1081	13	7	17	-1090
1082	13	7	17	-1103
1083	13	7	17	-1116
1084	13	7	17	-1129
1085	13	7	17	-1142
1086	13	7	17	-1155
1087	13	7	17	-1168
1088	13	7	17	-1181
1089	13	7	17	-1194
1090	13	7	17	-1207
1091	13	7	18	-220
1092	13	7	18	-233
1093	13	7	18	-246
1094	13	7	18	-259
1095	13	7	18	-272
1096	13	7	18	-285
1097	13	7	18	-298
1098	13	7	18	-311
1099	13	7	18	-324
1100	13	7	18	-337
1101	13	7	18	-350
1102	13	7	18	-363
1103	13	7	18	-376
1104	13	7	18	-389
1105	13	7	18	-402
1106	13	7	18	-415
1107	13	7	18	-428
1108	13	7	18	-441
1109	13	7	18	-454
1110	13	7	18	-467
1111	13	7	18	-480
1112	13	7	18	-493
1113	13	7	18	-506
1114	13	7	18	-519
1115	13	7	18	-532
1116	13	7	18	-545
1117	13	7	18	-558
1118	13	7	18	-571
1119	13	7	18	-584
1120	13	7	18	-597
1121	13	7	18	-610
1122	13	7	18	-623
1123	13	7	18	-636
1124	13	7	18	-649
1125	13	7	18	-662
1126	13	7	18	-675
1127	13	7	18	-688
1128	13	7	18	-701
1129	13	7	18	-714
1130	13	7	18	-727
1131	13	7	18	-740
1132	13	7	18	-753
1133	13	7	18	-766
1134	13	7	18	-779
1135	13	7	18	-792
1136	13	7	18	-805
1137	13	7	18	-818
1138	13	7	18	-831
1139	13	7	18	-844
1140	13	7	18	-857
1141	13	7	18	-870
1142	13	7	18	-883
1143	13	7	18	-896
1144	13	7	18	-909
1145	13	7	18	-922
1146	13	7	18	-935
1147	13	7	18	-948
1148	13	7	18	-961
1149	12	8	18	-973
1150	12	8	18	-985
1151	12	8	18	-997
1152	12	8	18	-1009
1153	12	8	18	-1021
1154	12	8	18	-1033
1155	12	8	18	-1045
1156	12	8	18	-1057
1157	12	8	18	-1069
1158	12	8	18	-1081
1159	12	8	18	-1093
1160	12	8	18	-1105
1161	12	8	18	-1117
1162	12	8	18	-1129
1163	12	8	18	-1141
1164	12	8	18	-1153
1165	12	8	18	-1165
1166	12	8	18	-1177
1167	12	8	18	-1189
1168	12	8	18	-1201
1169	12	8	18	-1213
1170	12	8	18	-1225
1171	12	8	18	-1237
1172	12	8	18	-1249
1173	12	8	18	-1261
1174	12	8	18	-1273
1175	12	8	18	-1285
1176	12	8	18	-1297
1177	12	8	18	-1309
1178	12	8	18	-1321
1179	12	8	18	-1333
1180	12	8	18	-1345
1181	12	8	18	-1357
1182	12	8	18	-1369
1183	12	8	18	-1381
1184	12	8	18	-1393
1185	12	8	18	-1405
1186	12	8	18	-1417
1187	12	8	18	-1429
1188	12	8	18	-1441
1189	12	8	18	-1453
1190	12	8	18	-1465
1191	12	8	18	-1477
1192	12	8	18	-1489
1193	12	8	18	-1501
1194	12	8	18	-1513
1195	12	8	18	-1525
1196	12	8	18	-1537
1197	12	8	18	-1549
1198	12	8	18	-1561
1199	12	8	19	-573
1200	12	8	19	-585
1201	12	8	19	-597
1202	12	8	19	-609
1203	12	8	19	-621
1204	12	8	19	-633
1205	12	8	19	-645
1206	12	8	19	-657
1207	12	8	19	-669
1208	12	8	19	-681
1209	12	8	19	-693
1210	12	8	19	-705
1211	12	8	19	-717
1212	12	8	19	-729
1213	12	8	20	259
1214	12	8	20	247
1215	12	8	20	235
1216	12	8	20	223
1217	12	8	20	211
1218	12	8	20	199
1219	12	8	20	187
1220	12	8	20	175
1221	12	8	20	163
1222	12	8	20	151
1223	12	8	20	139
1224	12	8	20	127
1225	12	8	20	115
1226	12	8	20	103
1227	12	8	20	91
1228	12	8	20	79
1229	12	8	20	67
1230	12	8	20	55
1231	12	8	20	43
1232	12	8	20	31
1233	12	8	20	19
1234	12	8	20	7
1235	12	8	20	-5
1236	12	8	20	-17
1237	12	8	20	-29
1238	12	8	20	-41
1239	12	8	20	-53
1240	12	8	20	-65
1241	12	8	20	-77
